author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Gunter Diehm,Identifikation des menschlichen Bewegungsverhaltens auf der Basis von Primitiven.,"Karlsruhe Institute of Technology, Germany",2017,,"https://nbn-resolving.org/urn:nbn:de:0072-622144, https://d-nb.info/1135238448",KIT Scientific Publishing,,,,,,,,,,,,,,,,
Klaus Heeger,"Stable matchings beyond stable marriage: models, algorithms, complexity.","Technical University of Berlin, Germany",2023,,"https://d-nb.info/1278427155, https://nbn-resolving.org/urn:nbn:de:101:1-2023011801025834436353",,,,,,,,,,,,,,,,,
Dietrich Paulus,Objektorientierte Bildverarbeitung.,"University of Erlangen-Nuremberg, Germany",1991,1-227,https://d-nb.info/910675546,,,,,,,,,,,,,,,,,
Bernd G. Welz,Wissensbasierte Strukturplanung technischer Systeme.,"Karlsruhe Institute of Technology, Germany",1993,1-168,https://d-nb.info/932017479,,,,,,,,,,,,,,,,,
Heino Gärtner,Schematransformationen in objektorientierten Informationssystemen.,"University of Bremen, Germany",1999,1-175,https://d-nb.info/958142203,Shaker,,,,,,,,,,,,,978-3-8265-6542-7,,,
Wolfram Süssenguth,Methoden zur Planung und Einführung rechnerintegrierter Produktionsprozesse.,"Technical University of Berlin, Germany",1991,1-159,https://d-nb.info/911053891,Hanser,,,,,,,,,,,,,978-3-446-16534-2,,,
Kamal Al-Bawani,Online algorithms for packet scheduling and buffer management.,"RWTH Aachen University, Germany",2016,,"http://publications.rwth-aachen.de/record/660821, https://nbn-resolving.org/urn:nbn:de:hbz:82-rwth-2016-056092, https://d-nb.info/1130590526",,,,,,,,,,,,,,,,,
Wolfgang Alkier,EDV-Einsatz im front office des Hotels.,"Vienna University of Economics and Business, Austria",1984,1-286,https://d-nb.info/840414722,,,,,,,,,,,,,,978-3-85428-027-9,,,
Michael Korn,Kombination von Integraltransformationen und Finiten-Differenzen-Methoden zur Berechnung der Wellenausbreitung in geschichteten Medien.,"Goethe University Frankfurt, Frankfurt am Main, Germany",1985,1-126,https://d-nb.info/860562581,,,,,,,,,,,,,,,,,
Till Niese,"Description and Abstraction of Geometric Shapes, Natural Objects, and whole Landscapes.","University of Konstanz, Germany",2022,,"https://kops.uni-konstanz.de/handle/123456789/58349, https://nbn-resolving.org/urn:nbn:de:bsz:352-2-18q7vqetass5y6, https://d-nb.info/1267251301",,,,,,,,,,,,,,,,,
Oliver Mauss,Kosteneffizienter Entwurf digitaler Kommunikationsendgeräte mit Festkomma-Prozessorarchitekturen am Beispiel eines Datenfunkmodems.,"RWTH Aachen University, Germany",1995,1-129,https://d-nb.info/945359500,Shaker,,,,,,,,,,,,,978-3-8265-0927-8,,,
Ivan Campos Pinto,Wissensbasierte Unterstützung bei der Lösung von Optimierungsaufgaben.,"Technical University of Dortmund, Germany",1989,,https://d-nb.info/891552219,,,,,,,,,,,,,,,,,
Ulrich Hofmann 0003,Zur Theorie der Flusssteuerung in Rechnernetzen.,"Dresden University of Technology, Germany",1984,,https://d-nb.info/850613647,,,,,,,,,,,,,,,,,
Andreas Weininger,Verfahren zur Behandlung von Nichtdeterminismus in parallelen Systemen.,"Technical University Munich, Germany",1994,1-225,https://d-nb.info/944275869,,,,,,,,,,,,,,,,,
Ronny Standtke,Pretty good anonymity: achieving high performance anonymity services with a single node architecture.,University of Fribourg,2013,1-209,https://d-nb.info/1032358068,Logos-Verlag,,,,,,,,,,,,,978-3-8325-3365-6,,,
Ulrich Post,Weiterentwicklung sprachorientierter Datenstrukturen in der Führung und Simulation elektrischer Energieversorgungssysteme.,"University of Duisburg-Essen, Germany",1989,1-163,https://d-nb.info/900416912,,,,,,,,,,,,,,,,,
Farzad Samie,Resource Management for Edge Computing in Internet of Things (IoT).,"Karlsruhe Institute of Technology, Germany",2018,,"https://publikationen.bibliothek.kit.edu/1000081031, https://nbn-resolving.org/urn:nbn:de:swb:90-810319, https://d-nb.info/1154856690",,,,,,,,,,,,,,,,,
Radoslaw Cymer,Applications of matching theory in constraint programming.,University of Hanover,2013,1-231,"http://edok01.tib.uni-hannover.de/edoks/e01dh14/776711903.pdf, https://nbn-resolving.org/urn:nbn:de:gbv:089-7767119033, https://d-nb.info/1050990498, https://d-nb.info/1051701295",,,,,,,,,,,,,,,,,
Johannes Stüttgen,On the Viability of Memory Forensics in Compromised Environments.,University of Erlangen-Nuremberg,2015,,"https://opus4.kobv.de/opus4-fau/frontdoor/index/index/docId/6316, https://nbn-resolving.org/urn:nbn:de:bvb:29-opus4-63160, https://d-nb.info/1076120490",,,,,,,,,,,,,,,,,
Yaser Chaaban,Robust hybrid central/self-organising multi-agent systems in intersections without traffic lights.,University of Hanover,2014,1-168,"http://edok01.tib.uni-hannover.de/edoks/e01dh14/776421484.pdf, https://nbn-resolving.org/urn:nbn:de:gbv:089-7764214847, https://d-nb.info/1048705714, https://d-nb.info/1049297369",,,,,,,,,,,,,,,,,
Fabienne Waidelich,Segmentation of medical images using fuzzy methods.,"Bundeswehr University Munich, Neubiberg (Munich), Germany",1999,1-121,https://d-nb.info/956665268,,,,,,,,,,,,,,,,,
Norbert Becker 0002,Regelbindungen in ökonomischen Differenzengleichungssystemen.,"University of Münster, Germany",1990,1-157,https://d-nb.info/900196211,Eul,,,,,,,,,,,,,978-3-89012-183-3,,,
